[2026-05-20T08:06:09-03:00] launching RealRAG HotpotQA R2 rank curve full run
[2026-05-20T11:06:09.620Z] REALRAG_R2_START model=local-vllm endpoint=http://192.168.15.133:11435/v1/chat/completions limit=7405 concurrency=2
[2026-05-20T11:06:10.266Z] dataset_loaded records=7405 sha256=4e9ecb5c8d3b719f624d66b60f8d56bf227f03914f5f0753d6fa1b359d7104ea
[2026-05-20T11:11:24.215Z] progress completed=2200/44304 last=5a87144155429960ec39b72b/rank_8 closure=1
[2026-05-20T11:11:38.136Z] progress completed=2300/44304 last=5a772c925542993735360208/rank_1 closure=1
[2026-05-20T11:11:53.063Z] progress completed=2400/44304 last=5ac508205542994611c8b32e/rank_last closure=0
[2026-05-20T11:12:06.595Z] progress completed=2500/44304 last=5ae3d2715542990afbd1e1e9/rank_last closure=0
[2026-05-20T11:12:20.726Z] progress completed=2600/44304 last=5a7d2afb554299452d57bb41/rank_3 closure=1
[2026-05-20T11:12:32.950Z] progress completed=2700/44304 last=5a7337715542991f9a20c690/no_support closure=1
[2026-05-20T11:12:46.530Z] progress completed=2800/44304 last=5a7aa2a255429941d65f270e/rank_8 closure=1
[2026-05-20T11:13:02.821Z] progress completed=2900/44304 last=5a77666555429966f1a36d1f/rank_3 closure=0
[2026-05-20T11:13:17.140Z] progress completed=3000/44304 last=5a84fd085542994c784ddaba/no_support closure=0
[2026-05-20T11:13:31.795Z] progress completed=3100/44304 last=5ade9c9c5542997c77adee8c/rank_8 closure=0
[2026-05-20T11:13:45.282Z] progress completed=3200/44304 last=5a85d25b5542996432c570ee/rank_3 closure=1
[2026-05-20T11:13:59.715Z] progress completed=3300/44304 last=5ab94bc2554299743d22eacf/no_support closure=0
[2026-05-20T11:14:14.236Z] progress completed=3400/44304 last=5abdbabe5542993f32c2a028/rank_8 closure=0
[2026-05-20T11:14:27.320Z] progress completed=3500/44304 last=5add67555542992ae4cec54e/rank_5 closure=1
[2026-05-20T11:14:40.469Z] progress completed=3600/44304 last=5ade03c65542990dbb2f7f2e/no_support closure=0
[2026-05-20T11:14:55.203Z] progress completed=3700/44304 last=5abc8d75554299700f9d7900/rank_8 closure=1
[2026-05-20T11:15:10.827Z] progress completed=3800/44304 last=5ac175635542994ab5c67d4b/rank_3 closure=0
[2026-05-20T11:15:24.866Z] progress completed=3900/44304 last=5abca6375542993a06baf946/rank_last closure=1
[2026-05-20T11:15:38.889Z] progress completed=4000/44304 last=5a8ad8305542992d82986f9d/rank_8 closure=0
[2026-05-20T11:15:52.906Z] progress completed=4100/44304 last=5a77b1a75542992a6e59df8d/rank_3 closure=0
[2026-05-20T11:16:09.331Z] progress completed=4200/44304 last=5a7dafe15542991319bc93f3/no_support closure=0
[2026-05-20T11:16:23.840Z] progress completed=4300/44304 last=5a8484495542997175ce1ee8/rank_8 closure=0
[2026-05-20T11:16:38.564Z] progress completed=4400/44304 last=5a7d3cbb5542995f4f402243/rank_3 closure=0
[2026-05-20T11:16:54.308Z] progress completed=4500/44304 last=5a8563c05542997b5ce3fff4/no_support closure=0
[2026-05-20T11:17:10.428Z] progress completed=4600/44304 last=5ab2f85b55429929539468dc/rank_8 closure=1
[2026-05-20T11:17:24.166Z] progress completed=4700/44304 last=5adde99b5542992200553ba1/rank_3 closure=1
[2026-05-20T11:17:37.537Z] progress completed=4800/44304 last=5ae8295955429952e35eaa6d/no_support closure=0
[2026-05-20T11:17:52.249Z] progress completed=4900/44304 last=5a8077ca5542992bc0c4a729/rank_8 closure=0
[2026-05-20T11:18:06.577Z] progress completed=5000/44304 last=5abf1a6b5542997ec76fd3c1/rank_3 closure=0
[2026-05-20T11:18:20.216Z] progress completed=5100/44304 last=5ab2acbc55429929539467d2/no_support closure=0
[2026-05-20T11:18:33.960Z] progress completed=5200/44304 last=5abd94525542992ac4f382d2/rank_8 closure=1
[2026-05-20T11:18:47.714Z] progress completed=5300/44304 last=5adfda9655429925eb1afac0/rank_3 closure=1
[2026-05-20T11:19:03.778Z] progress completed=5400/44304 last=5a72b9155542992359bc3187/no_support closure=0
[2026-05-20T11:19:19.759Z] progress completed=5500/44304 last=5ae628fd5542995703ce8b33/rank_8 closure=1
[2026-05-20T11:19:34.039Z] progress completed=5600/44304 last=5ae1f3df554299234fd04364/rank_3 closure=0
[2026-05-20T11:19:47.004Z] progress completed=5700/44304 last=5ab5d27a554299494045f073/no_support closure=0
[2026-05-20T11:20:00.881Z] progress completed=5800/44304 last=5a7d1765554299452d57bade/rank_8 closure=1
[2026-05-20T11:20:15.667Z] progress completed=5900/44304 last=5a74f8235542993748c89766/rank_5 closure=0
[2026-05-20T11:20:29.867Z] progress completed=6000/44304 last=5abb8e2d554299642a094aa4/rank_last closure=0
[2026-05-20T11:20:43.850Z] progress completed=6100/44304 last=5a8359c7554299123d8c20fb/rank_8 closure=0
[2026-05-20T11:20:58.303Z] progress completed=6200/44304 last=5ae2a0a1554299495565dae9/rank_3 closure=0
[2026-05-20T11:21:13.098Z] progress completed=6300/44304 last=5adbf44355429944faac23ce/no_support closure=0
[2026-05-20T11:21:27.125Z] progress completed=6400/44304 last=5ae0b9b155429924de1b7152/rank_8 closure=0
[2026-05-20T11:21:42.550Z] progress completed=6500/44304 last=5a7600275542994ccc91867a/rank_3 closure=0
[2026-05-20T11:21:57.244Z] progress completed=6600/44304 last=5ab8627f5542990e739ec8da/no_support closure=0
[2026-05-20T11:22:13.018Z] progress completed=6700/44304 last=5ae2c2c05542996483e64a4a/rank_8 closure=0
[2026-05-20T11:22:25.932Z] progress completed=6800/44304 last=5ab33ef955429969a97a810e/rank_3 closure=1
[2026-05-20T11:22:39.537Z] progress completed=6900/44304 last=5a7ab1b055429927d897bef4/no_support closure=1
[2026-05-20T11:22:53.843Z] progress completed=7000/44304 last=5ac002705542996f0d89cb05/rank_8 closure=1
[2026-05-20T11:23:10.083Z] progress completed=7100/44304 last=5adf50c05542992d7e9f931e/rank_1 closure=0
[2026-05-20T11:23:24.190Z] progress completed=7200/44304 last=5ab9d7e4554299232ef4a21f/no_support closure=0
[2026-05-20T11:23:37.612Z] progress completed=7300/44304 last=5abd2af955429933744ab74b/rank_8 closure=0
[2026-05-20T11:23:52.458Z] progress completed=7400/44304 last=5abffc0d5542990832d3a1e2/rank_3 closure=0
[2026-05-20T11:24:06.944Z] progress completed=7500/44304 last=5ab7f7465542993667794071/no_support closure=0
[2026-05-20T11:24:20.925Z] progress completed=7600/44304 last=5ac248fd55429951e9e68525/rank_8 closure=0
[2026-05-20T11:24:34.951Z] progress completed=7700/44304 last=5ab761d955429928e1fe3856/rank_3 closure=1
[2026-05-20T11:24:48.720Z] progress completed=7800/44304 last=5a888d535542997e5c09a617/rank_last closure=0
[2026-05-20T11:25:03.894Z] progress completed=7900/44304 last=5ab8b02d5542991b5579efdb/rank_8 closure=0
[2026-05-20T11:25:19.006Z] progress completed=8000/44304 last=5ae324e85542991a06ce9934/rank_1 closure=1
[2026-05-20T11:25:32.526Z] progress completed=8100/44304 last=5ac173d85542994d76dcce37/no_support closure=0
[2026-05-20T11:25:47.926Z] progress completed=8200/44304 last=5a7e4af3554299495941998c/rank_8 closure=0
[2026-05-20T11:26:01.925Z] progress completed=8300/44304 last=5ab5cd4f554299488d4d9a31/rank_1 closure=1
[2026-05-20T11:26:17.797Z] progress completed=8400/44304 last=5ab9d02155429970cfb8ebb0/no_support closure=0
[2026-05-20T11:26:32.386Z] progress completed=8500/44304 last=5add4d8f5542997545bbbd25/rank_8 closure=0
[2026-05-20T11:26:47.390Z] progress completed=8600/44304 last=5adbcc085542996e6852523c/rank_3 closure=0
[2026-05-20T11:27:03.217Z] progress completed=8700/44304 last=5abc6d14554299700f9d78bf/no_support closure=0
[2026-05-20T11:27:18.837Z] progress completed=8800/44304 last=5a7634f155429976ec32bd6b/rank_8 closure=1
[2026-05-20T11:27:34.238Z] progress completed=8900/44304 last=5ae406245542995dadf242e2/rank_3 closure=1
[2026-05-20T11:27:48.962Z] progress completed=9000/44304 last=5abd6db755429933744ab7d0/no_support closure=0
[2026-05-20T11:28:05.287Z] progress completed=9100/44304 last=5adf734b5542995ec70e9016/rank_8 closure=0
[2026-05-20T11:28:19.842Z] progress completed=9200/44304 last=5a88e7a55542993b751ca8ca/rank_3 closure=1
[2026-05-20T11:28:33.524Z] progress completed=9300/44304 last=5a7c66d555429935c91b518f/no_support closure=0
[2026-05-20T11:28:49.254Z] progress completed=9400/44304 last=5a8193275542995ce29dcc07/rank_8 closure=1
[2026-05-20T11:29:03.924Z] progress completed=9500/44304 last=5a7943ea5542994bb9456fd3/rank_3 closure=0
[2026-05-20T11:29:18.721Z] progress completed=9600/44304 last=5a7774e155429967ab10518d/rank_last closure=1
[2026-05-20T11:29:32.550Z] progress completed=9700/44304 last=5a7b220855429931da12c9e5/rank_8 closure=0
[2026-05-20T11:29:47.366Z] progress completed=9800/44304 last=5a7e3b585542995ed0d166df/rank_3 closure=1
[2026-05-20T11:30:02.037Z] progress completed=9900/44304 last=5ac1ff2255429964131be2b3/rank_last closure=1
[2026-05-20T11:30:16.216Z] progress completed=10000/44304 last=5a775cdb5542993735360244/rank_8 closure=1
[2026-05-20T11:30:31.114Z] progress completed=10100/44304 last=5a7db62d5542997cc2c4747c/rank_3 closure=0
[2026-05-20T11:30:46.037Z] progress completed=10200/44304 last=5a72abb95542992359bc3162/no_support closure=1
[2026-05-20T11:31:00.650Z] progress completed=10300/44304 last=5ab51ddf5542990594ba9d11/rank_8 closure=0
[2026-05-20T11:31:16.396Z] progress completed=10400/44304 last=5a793ea55542994bb9456fce/rank_3 closure=0
[2026-05-20T11:31:30.286Z] progress completed=10500/44304 last=5ab811e95542995dae37ea22/no_support closure=0
[2026-05-20T11:31:44.066Z] progress completed=10600/44304 last=5ae2c696554299495565db32/rank_8 closure=0
[2026-05-20T11:31:58.849Z] progress completed=10700/44304 last=5ab9b29c554299743d22ebae/rank_3 closure=1
[2026-05-20T11:32:12.065Z] progress completed=10800/44304 last=5ab997ad554299131ca4238c/no_support closure=0
[2026-05-20T11:32:26.689Z] progress completed=10900/44304 last=5a7643675542994ccc918747/rank_8 closure=0
[2026-05-20T11:32:40.675Z] progress completed=11000/44304 last=5ae122465542997b2ef7d0f4/rank_3 closure=0
[2026-05-20T11:32:54.483Z] progress completed=11100/44304 last=5a8e0a005542995085b373a1/rank_last closure=1
[2026-05-20T11:33:15.007Z] progress completed=11200/44304 last=5ae5390355429960a22e0271/rank_8 closure=0
[2026-05-20T11:33:30.387Z] progress completed=11300/44304 last=5a79c2955542994f819ef097/rank_3 closure=0
[2026-05-20T11:33:44.483Z] progress completed=11400/44304 last=5a87aa135542996e4f3088b8/no_support closure=0
[2026-05-20T11:33:59.374Z] progress completed=11500/44304 last=5ae4accf5542995ad6573e19/rank_8 closure=0
[2026-05-20T11:34:14.750Z] progress completed=11600/44304 last=5a8df72055429917b4a5bcf2/rank_3 closure=0
[2026-05-20T11:34:29.388Z] progress completed=11700/44304 last=5ae52c0f5542992663a4f12e/no_support closure=1
[2026-05-20T11:34:43.006Z] progress completed=11800/44304 last=5adf39d45542992d7e9f92e5/rank_8 closure=1
[2026-05-20T11:34:58.384Z] progress completed=11900/44304 last=5abd56355542993062266c58/rank_3 closure=1
[2026-05-20T11:35:13.677Z] progress completed=12000/44304 last=5ac3891f554299741d48a284/no_support closure=0
[2026-05-20T11:35:30.146Z] progress completed=12100/44304 last=5a8332815542993344745fe9/rank_8 closure=0
[2026-05-20T11:35:43.759Z] progress completed=12200/44304 last=5ae7b40e5542994a481bbdbd/rank_3 closure=0
[2026-05-20T11:35:58.343Z] progress completed=12300/44304 last=5ac19ff35542991316484b61/no_support closure=0
[2026-05-20T11:36:11.423Z] progress completed=12400/44304 last=5a8cdcb0554299441c6b9f33/rank_last closure=0
[2026-05-20T11:36:25.834Z] progress completed=12500/44304 last=5a74ae6a55429916b01641c9/rank_3 closure=1
[2026-05-20T11:36:38.848Z] progress completed=12600/44304 last=5ae663b05542992ae0d16316/rank_last closure=0
[2026-05-20T11:36:53.239Z] progress completed=12700/44304 last=5ae731c4554299572ea54781/rank_8 closure=0
[2026-05-20T11:37:08.846Z] progress completed=12800/44304 last=5a8f25ba55429924144829e9/rank_3 closure=1
[2026-05-20T11:37:23.437Z] progress completed=12900/44304 last=5ade0fb95542997545bbbe39/rank_last closure=0
[2026-05-20T11:37:37.719Z] progress completed=13000/44304 last=5a7b23d355429931da12c9f1/rank_last closure=0
[2026-05-20T11:37:52.474Z] progress completed=13100/44304 last=5ac3090d5542990b17b154fc/rank_3 closure=1
[2026-05-20T11:38:07.645Z] progress completed=13200/44304 last=5ae268f35542994d89d5b416/no_support closure=1
[2026-05-20T11:38:22.125Z] progress completed=13300/44304 last=5addf05a5542997dc79070cd/rank_8 closure=0
[2026-05-20T11:38:36.723Z] progress completed=13400/44304 last=5a8182e255429938b614234d/rank_3 closure=1
[2026-05-20T11:38:51.716Z] progress completed=13500/44304 last=5a7558425542992db9473647/no_support closure=0
[2026-05-20T11:39:07.168Z] progress completed=13600/44304 last=5a74655b55429974ef308bf0/rank_8 closure=0
[2026-05-20T11:39:22.553Z] progress completed=13700/44304 last=5a8753c05542994846c1cd62/rank_5 closure=0
[2026-05-20T11:39:36.534Z] progress completed=13800/44304 last=5a88a1e55542997e5c09a64d/no_support closure=0
[2026-05-20T11:39:51.890Z] progress completed=13900/44304 last=5a7faa215542995d8a8ddee8/rank_5 closure=0
[2026-05-20T11:40:08.708Z] progress completed=14000/44304 last=5a72688c5542997f827839b2/rank_3 closure=1
[2026-05-20T11:40:22.772Z] progress completed=14100/44304 last=5ae2f5b955429928c423957e/no_support closure=0
[2026-05-20T11:40:37.224Z] progress completed=14200/44304 last=5a74b66a55429929fddd84cb/rank_8 closure=0
[2026-05-20T11:40:52.470Z] progress completed=14300/44304 last=5adcd28c5542994d58a2f6ea/rank_3 closure=1
[2026-05-20T11:41:08.583Z] progress completed=14400/44304 last=5a8bc3ac5542995e66a47501/no_support closure=1
[2026-05-20T11:41:23.371Z] progress completed=14500/44304 last=5abd36165542993062266bfb/rank_8 closure=1
[2026-05-20T11:41:37.349Z] progress completed=14600/44304 last=5ae0f6f5554299422ee99583/rank_3 closure=1
[2026-05-20T11:41:50.774Z] progress completed=14700/44304 last=5a7d2aa05542995f4f40221f/no_support closure=0
[2026-05-20T11:42:06.653Z] progress completed=14800/44304 last=5abf16965542993fe9a41dd3/rank_8 closure=0
[2026-05-20T11:42:21.655Z] progress completed=14900/44304 last=5abd81ff5542993062266cb3/rank_3 closure=0
[2026-05-20T11:42:35.323Z] progress completed=15000/44304 last=5a7b8cc7554299294a54a9ea/no_support closure=1
[2026-05-20T11:42:50.942Z] progress completed=15100/44304 last=5a9094ba55429933b8a2056d/rank_8 closure=0
[2026-05-20T11:43:06.338Z] progress completed=15200/44304 last=5ab852c05542990e739ec8c5/rank_3 closure=1
[2026-05-20T11:43:21.439Z] progress completed=15300/44304 last=5a8e00515542995a26add454/no_support closure=0
[2026-05-20T11:43:35.360Z] progress completed=15400/44304 last=5a847edd554299123d8c2272/rank_8 closure=0
[2026-05-20T11:43:50.632Z] progress completed=15500/44304 last=5a73522d5542994cef4bc541/rank_3 closure=0
[2026-05-20T11:44:05.370Z] progress completed=15600/44304 last=5ab96d405542996be20204de/rank_last closure=1
[2026-05-20T11:44:18.398Z] progress completed=15700/44304 last=5adccf645542990d50227d32/rank_8 closure=1
[2026-05-20T11:44:32.482Z] progress completed=15800/44304 last=5ac1a9cc5542994ab5c67dc0/rank_3 closure=1
[2026-05-20T11:44:47.625Z] progress completed=15900/44304 last=5a861fa75542994775f60706/rank_last closure=0
[2026-05-20T11:45:03.382Z] progress completed=16000/44304 last=5ab9b2c7554299743d22ebaf/rank_8 closure=0
[2026-05-20T11:45:18.789Z] progress completed=16100/44304 last=5a72f45a5542992359bc31e6/rank_3 closure=0
[2026-05-20T11:45:32.569Z] progress completed=16200/44304 last=5ac3a8525542993915413895/no_support closure=0
[2026-05-20T11:45:46.326Z] progress completed=16300/44304 last=5a84f6c55542997175ce1f36/rank_8 closure=0
[2026-05-20T11:46:02.434Z] progress completed=16400/44304 last=5a7f725355429969796c1a55/rank_3 closure=0
[2026-05-20T11:46:17.996Z] progress completed=16500/44304 last=5ae0bf3a55429906c02dab21/no_support closure=0
[2026-05-20T11:46:32.698Z] progress completed=16600/44304 last=5a7150c75542994082a3e7be/rank_8 closure=1
[2026-05-20T11:46:46.623Z] progress completed=16700/44304 last=5a7631cd5542994ccc91870c/rank_3 closure=0
[2026-05-20T11:47:02.723Z] progress completed=16800/44304 last=5a8f44135542992414482a24/no_support closure=0
[2026-05-20T11:47:17.488Z] progress completed=16900/44304 last=5ac1c18855429964131be279/rank_8 closure=0
[2026-05-20T11:47:31.592Z] progress completed=17000/44304 last=5ac21ac05542991316484bee/rank_3 closure=0
[2026-05-20T11:47:46.248Z] progress completed=17100/44304 last=5a7350d55542994cef4bc535/rank_last closure=0
[2026-05-20T11:48:01.423Z] progress completed=17200/44304 last=5a7e355055429934daa2fbf4/rank_8 closure=1
[2026-05-20T11:48:17.104Z] progress completed=17300/44304 last=5ae0c1be5542993d6555ec42/rank_3 closure=0
[2026-05-20T11:48:30.064Z] progress completed=17400/44304 last=5a9068f85542990a98493623/no_support closure=0
[2026-05-20T11:48:44.641Z] progress completed=17500/44304 last=5ab5dcb95542992aa134a3b3/rank_8 closure=0
[2026-05-20T11:49:00.620Z] progress completed=17600/44304 last=5a89a02955429946c8d6e975/rank_3 closure=1
[2026-05-20T11:49:16.380Z] progress completed=17700/44304 last=5ac2d9f65542996773102631/no_support closure=0
[2026-05-20T11:49:31.518Z] progress completed=17800/44304 last=5ae68e0055429908198fa607/rank_8 closure=0
[2026-05-20T11:49:44.898Z] progress completed=17900/44304 last=5a721a7655429971e9dc9271/rank_3 closure=1
[2026-05-20T11:49:58.319Z] progress completed=18000/44304 last=5ab29ec6554299194fa93473/rank_1 closure=1
[2026-05-20T11:50:14.608Z] progress completed=18100/44304 last=5a79ecd05542996c55b2dca1/rank_last closure=0
[2026-05-20T11:50:27.849Z] progress completed=18200/44304 last=5ae0800055429924de1b70db/rank_3 closure=0
[2026-05-20T11:50:41.790Z] progress completed=18300/44304 last=5abefa5b5542997ec76fd3a3/no_support closure=0
[2026-05-20T11:50:57.387Z] progress completed=18400/44304 last=5a8f1672554299458435d558/rank_8 closure=1
[2026-05-20T11:51:11.702Z] progress completed=18500/44304 last=5adc1af75542994650320c75/rank_3 closure=0
[2026-05-20T11:51:26.386Z] progress completed=18600/44304 last=5aba5dfd55429955dce3edf0/no_support closure=1
[2026-05-20T11:51:40.791Z] progress completed=18700/44304 last=5ab91dc555429919ba4e23b4/rank_8 closure=1
[2026-05-20T11:51:56.044Z] progress completed=18800/44304 last=5abcff225542993a06baf9ea/rank_3 closure=0
[2026-05-20T11:52:12.994Z] progress completed=18900/44304 last=5a8832d355429938390d3f03/no_support closure=0
[2026-05-20T11:52:25.943Z] progress completed=19000/44304 last=5ac13a3d5542996f0d89cc75/rank_8 closure=1
[2026-05-20T11:52:41.277Z] progress completed=19100/44304 last=5abb11c15542992ccd8e7ef8/rank_3 closure=1
[2026-05-20T11:52:56.768Z] progress completed=19200/44304 last=5abbdd6955429931dba145b5/no_support closure=0
[2026-05-20T11:53:14.315Z] progress completed=19300/44304 last=5a762d53554299109176e6a7/rank_8 closure=1
[2026-05-20T11:53:29.162Z] progress completed=19400/44304 last=5ae1e11c554299234fd04335/rank_3 closure=0
[2026-05-20T11:53:42.444Z] progress completed=19500/44304 last=5ab1d49b554299722f9b4c8e/no_support closure=0
[2026-05-20T11:53:57.646Z] progress completed=19600/44304 last=5a875154554299211dda2be7/rank_8 closure=0
[2026-05-20T11:54:13.361Z] progress completed=19700/44304 last=5a8efef05542997ba9cb3178/rank_3 closure=0
[2026-05-20T11:54:27.167Z] progress completed=19800/44304 last=5ab4eecb55429942dd415faa/no_support closure=0
[2026-05-20T11:54:42.252Z] progress completed=19900/44304 last=5ab981555542996be2020532/rank_last closure=0
[2026-05-20T11:54:57.092Z] progress completed=20000/44304 last=5ae807d25542993210984045/rank_3 closure=1
[2026-05-20T11:55:12.774Z] progress completed=20100/44304 last=5a7e02b75542997cc2c474f3/rank_last closure=1
[2026-05-20T11:55:27.610Z] progress completed=20200/44304 last=5ac1a5b45542991316484b8b/rank_8 closure=0
[2026-05-20T11:55:41.639Z] progress completed=20300/44304 last=5ae0f3b955429920d523424e/rank_3 closure=0
[2026-05-20T11:55:55.143Z] progress completed=20400/44304 last=5ab720685542993667793f44/no_support closure=0
[2026-05-20T11:56:10.101Z] progress completed=20500/44304 last=5a8b4fcc55429949d91db541/rank_8 closure=1
[2026-05-20T11:56:25.132Z] progress completed=20600/44304 last=5ac160af5542994d76dccdfa/rank_3 closure=0
[2026-05-20T11:56:39.860Z] progress completed=20700/44304 last=5abe5ee955429976d4830b03/no_support closure=0
[2026-05-20T11:56:54.486Z] progress completed=20800/44304 last=5a7a3a945542996a35c17147/rank_8 closure=0
[2026-05-20T11:57:09.298Z] progress completed=20900/44304 last=5a81e4e8554299676cceb140/rank_5 closure=0
[2026-05-20T11:57:23.797Z] progress completed=21000/44304 last=5adf400a5542993a75d2644e/no_support closure=0
[2026-05-20T11:57:38.369Z] progress completed=21100/44304 last=5ae6a5d15542991bbc97615d/rank_8 closure=0
[2026-05-20T11:57:53.256Z] progress completed=21200/44304 last=5ae35c945542992e3233c3bd/rank_1 closure=1
[2026-05-20T11:58:09.888Z] progress completed=21300/44304 last=5a7f5da85542992097ad2f3e/no_support closure=0
[2026-05-20T11:58:24.382Z] progress completed=21400/44304 last=5ae3639b5542991a06ce99b2/rank_8 closure=0
[2026-05-20T11:58:38.299Z] progress completed=21500/44304 last=5ab3b0bf5542992ade7c6e39/rank_3 closure=1
[2026-05-20T11:58:53.834Z] progress completed=21600/44304 last=5a8010685542992bc0c4a69a/no_support closure=0
[2026-05-20T11:59:08.375Z] progress completed=21700/44304 last=5ab56ed0554299637185c597/rank_8 closure=0
[2026-05-20T11:59:24.778Z] progress completed=21800/44304 last=5a75675d5542992d0ec05f87/rank_3 closure=1
[2026-05-20T11:59:38.207Z] progress completed=21900/44304 last=5ae7eaf65542994a481bbe1d/rank_last closure=1
[2026-05-20T11:59:52.395Z] progress completed=22000/44304 last=5a8f25175542997ba9cb31ea/rank_5 closure=0
[2026-05-20T12:00:07.588Z] progress completed=22100/44304 last=5a84edf65542994c784dda8d/rank_3 closure=1
[2026-05-20T12:00:21.225Z] progress completed=22200/44304 last=5ab84f2c55429934fafe6d54/rank_last closure=1
[2026-05-20T12:00:36.125Z] progress completed=22300/44304 last=5a86578755429960ec39b668/rank_8 closure=0
[2026-05-20T12:00:51.676Z] progress completed=22400/44304 last=5ab8680755429934fafe6da8/rank_3 closure=0
[2026-05-20T12:01:07.173Z] progress completed=22500/44304 last=5abd001d5542993a06baf9f2/rank_last closure=0
[2026-05-20T12:01:21.376Z] progress completed=22600/44304 last=5a8dd5f955429917b4a5bcc7/rank_8 closure=0
[2026-05-20T12:01:36.353Z] progress completed=22700/44304 last=5a8fb5905542997ba9cb32f6/rank_5 closure=0
[2026-05-20T12:01:50.583Z] progress completed=22800/44304 last=5a7615fb5542992db9473727/rank_1 closure=0
[2026-05-20T12:02:04.145Z] progress completed=22900/44304 last=5ae446fc5542995ad6573d24/rank_8 closure=1
[2026-05-20T12:02:18.938Z] progress completed=23000/44304 last=5a8361f35542996488c2e431/rank_3 closure=1
[2026-05-20T12:02:33.752Z] progress completed=23100/44304 last=5ac13d5c5542996f0d89cc78/no_support closure=0
[2026-05-20T12:02:48.294Z] progress completed=23200/44304 last=5adc7dbf5542994d58a2f618/rank_8 closure=0
[2026-05-20T12:03:03.435Z] progress completed=23300/44304 last=5ab4147a5542996a3a969f1e/rank_1 closure=0
[2026-05-20T12:03:19.749Z] progress completed=23400/44304 last=5aba89d555429901930fa816/no_support closure=0
[2026-05-20T12:03:33.876Z] progress completed=23500/44304 last=5ae37d265542994393b9e6e7/rank_8 closure=1
[2026-05-20T12:03:48.261Z] progress completed=23600/44304 last=5add26075542994ed6169c9c/rank_3 closure=1
[2026-05-20T12:04:03.653Z] progress completed=23700/44304 last=5a77b5c255429967ab10523c/rank_last closure=0
[2026-05-20T12:04:19.877Z] progress completed=23800/44304 last=5ac324ad5542995ef918c127/rank_8 closure=1
[2026-05-20T12:04:34.217Z] progress completed=23900/44304 last=5abc550e554299700f9d7870/rank_3 closure=0
[2026-05-20T12:04:47.819Z] progress completed=24000/44304 last=5ab8688b55429934fafe6daa/rank_last closure=1
[2026-05-20T12:05:03.439Z] progress completed=24100/44304 last=5a81ca835542990a1d231ebd/rank_8 closure=0
[2026-05-20T12:05:18.300Z] progress completed=24200/44304 last=5aba52e655429939ce03dc94/rank_3 closure=0
[2026-05-20T12:05:32.377Z] progress completed=24300/44304 last=5a8abb115542992d82986f66/no_support closure=0
