ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T02:04:07-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 52, 115.92
2026-05-10T02:04:17-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 52, 116.08
2026-05-10T02:04:27-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 51, 116.27
2026-05-10T02:04:38-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 53, 115.44
2026-05-10T02:04:48-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 51, 115.63
2026-05-10T02:04:58-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 51, 115.29
2026-05-10T02:05:09-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 51, 115.06
2026-05-10T02:05:19-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 51, 111.70
2026-05-10T02:05:29-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 50, 114.64
2026-05-10T02:05:39-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 50, 113.47
2026-05-10T02:05:50-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 50, 113.81
2026-05-10T02:06:00-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 50, 108.56
2026-05-10T02:06:10-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 50, 113.83
2026-05-10T02:06:20-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 50, 108.13
2026-05-10T02:06:31-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 50, 113.50
2026-05-10T02:06:41-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 113.45
2026-05-10T02:06:51-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 107.62
2026-05-10T02:07:01-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 50, 112.70
2026-05-10T02:07:12-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 108.01
2026-05-10T02:07:22-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 107.63
2026-05-10T02:07:32-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 107.12
2026-05-10T02:07:42-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 112.28
2026-05-10T02:07:53-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 112.57
2026-05-10T02:08:03-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 106.71
2026-05-10T02:08:13-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 51, 106.58
2026-05-10T02:08:23-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 106.00
2026-05-10T02:08:34-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 111.01
2026-05-10T02:08:44-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 48, 106.02
2026-05-10T02:08:54-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 48, 106.27
2026-05-10T02:09:04-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 49, 111.07
2026-05-10T02:09:15-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 48, 105.56
2026-05-10T02:09:25-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 48, 105.49
2026-05-10T02:09:35-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 48, 110.68
2026-05-10T02:09:46-03:00,33,192K,p95,q8_0,q8_0,100, 24122, 24564, 48, 109.56
