ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:20:16-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 52, 117.15
2026-05-10T01:20:26-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 52, 122.61
2026-05-10T01:20:36-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 52, 117.07
2026-05-10T01:20:47-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 51, 116.50
2026-05-10T01:20:57-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 52, 116.27
2026-05-10T01:21:07-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 51, 115.66
2026-05-10T01:21:17-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 51, 115.94
2026-05-10T01:21:28-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 52, 115.39
2026-05-10T01:21:38-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 50, 110.70
2026-05-10T01:21:48-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 50, 115.94
2026-05-10T01:21:58-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 50, 109.90
2026-05-10T01:22:09-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 51, 115.24
2026-05-10T01:22:19-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 50, 110.25
2026-05-10T01:22:29-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 50, 114.48
2026-05-10T01:22:39-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 50, 115.04
2026-05-10T01:22:50-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 49, 109.37
2026-05-10T01:23:00-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 49, 114.05
2026-05-10T01:23:10-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 52, 114.58
2026-05-10T01:23:20-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 49, 114.63
2026-05-10T01:23:31-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 49, 108.44
2026-05-10T01:23:41-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 49, 114.36
2026-05-10T01:23:51-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 50, 113.51
2026-05-10T01:24:01-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 50, 108.17
2026-05-10T01:24:12-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 49, 113.39
2026-05-10T01:24:22-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 49, 107.69
2026-05-10T01:24:32-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 49, 110.60
2026-05-10T01:24:42-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 49, 108.20
2026-05-10T01:24:53-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 49, 112.61
2026-05-10T01:25:03-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 52, 107.68
2026-05-10T01:25:13-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 48, 112.09
2026-05-10T01:25:23-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 48, 112.00
2026-05-10T01:25:34-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 53, 112.53
2026-05-10T01:25:44-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 48, 107.54
2026-05-10T01:25:54-03:00,24,192K,p25,q8_0,q8_0,100, 24122, 24564, 48, 111.90
