ts,idx,label,pos,ctk,ctv,gpu_util_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-05-10T01:38:08-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 49, 108.22
2026-05-10T01:38:18-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 49, 113.79
2026-05-10T01:38:28-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 49, 113.33
2026-05-10T01:38:39-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 49, 113.69
2026-05-10T01:38:49-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 49, 107.71
2026-05-10T01:38:59-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 49, 107.39
2026-05-10T01:39:09-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 49, 112.61
2026-05-10T01:39:20-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 49, 113.20
2026-05-10T01:39:30-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 49, 113.04
2026-05-10T01:39:40-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 48, 106.65
2026-05-10T01:39:50-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 48, 106.86
2026-05-10T01:40:01-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 48, 106.95
2026-05-10T01:40:11-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 48, 112.80
2026-05-10T01:40:21-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 48, 112.43
2026-05-10T01:40:31-03:00,27,192K,p50,q8_0,q8_0,100, 24122, 24564, 48, 107.38
